역사_ID,역사명,호선,위도,경도
207,상왕십리,2호선,37.564354,127.029354
206,신당,2호선,37.56564,127.019614
205,동대문역사문화공원,2호선,37.565613,127.009054
204,을지로4가,2호선,37.566595,126.997817
203,을지로3가,2호선,37.566306,126.991696
202,을지로입구,2호선,37.566014,126.982618
201,시청,2호선,37.563588,126.975411
159,동묘앞,1호선,37.573197,127.01648
158,청량리(서울시립대입구),1호선,37.579956,127.044585
157,제기동,1호선,37.578103,127.034893
156,신설동,1호선,37.576048,127.024634
155,동대문,1호선,37.571687,127.01093
154,종로5가,1호선,37.570926,127.001849
153,종로3가,1호선,37.570406,126.991847
152,종각,1호선,37.570161,126.982923
151,시청,1호선,37.565715,126.977088
150,서울역,1호선,37.556228,126.972135
